	chromosome	db	type	start	stop	strand	gene_type	gene_name
2396	10	HAVANA	gene	22045466	22292698	-	protein_coding	DNAJC1
2398	10	HAVANA	gene	23384435	23410942	+	protein_coding	MSRB2
2400	10	HAVANA	gene	24872538	25012597	-	protein_coding	ARHGAP21
2401	10	HAVANA	gene	27399383	27444195	-	protein_coding	YME1L1
2402	10	HAVANA	gene	29698331	29776674	+	antisense	PTCHD3P1
2404	10	HAVANA	gene	29746267	30025710	-	protein_coding	SVIL
2405	10	HAVANA	gene	30598730	30663377	-	protein_coding	MTPAP
2407	10	HAVANA	gene	34398488	35104253	-	protein_coding	PARD3
2409	10	HAVANA	gene	35297479	35379570	-	protein_coding	CUL2
2410	10	HAVANA	gene	35386934	35415948	-	antisense	RP11-297A16.2
2411	10	HAVANA	gene	35535953	35860852	+	protein_coding	CCNY
2413	10	HAVANA	gene	43572475	43625799	+	protein_coding	RET
2414	10	HAVANA	gene	43633934	43680756	+	protein_coding	CSGALNACT2
2415	10	HAVANA	gene	43932282	43991517	+	protein_coding	ZNF487
2416	10	HAVANA	gene	45454855	45491339	+	protein_coding	RASSF4
2418	10	HAVANA	gene	46222648	46288409	+	protein_coding	FAM21C
2419	10	HAVANA	gene	49364601	49482941	-	protein_coding	FRMPD2
2420	10	HAVANA	gene	51827648	51893269	+	protein_coding	FAM21A
2421	10	HAVANA	gene	51942538	52008370	-	protein_coding	ASAH2
2422	10	HAVANA	gene	52750945	54058110	+	protein_coding	PRKG1
2423	10	HAVANA	gene	53990502	54073888	-	antisense	PRKG1-AS1
2426	10	HAVANA	gene	54316462	54515169	-	antisense	RP11-556E13.1
2427	10	HAVANA	gene	60936350	61007534	+	protein_coding	PHYHIPL
2429	10	HAVANA	gene	61786056	62493248	-	protein_coding	ANK3
2431	10	HAVANA	gene	63942794	64028466	-	protein_coding	RTKN2
2432	10	HAVANA	gene	64133951	64431771	+	protein_coding	ZNF365
2433	10	HAVANA	gene	64926981	65225722	-	protein_coding	JMJD1C
2434	10	HAVANA	gene	65424424	65750328	+	lincRNA	RP11-170M17.1
2436	10	HAVANA	gene	67672276	69455927	-	protein_coding	CTNNA3
2437	10	HAVANA	gene	68685764	68859588	+	protein_coding	LRRTM3
2440	10	HAVANA	gene	69556427	69597924	-	protein_coding	DNAJC12
2442	10	HAVANA	gene	70100864	70167051	-	protein_coding	RUFY2
2444	10	HAVANA	gene	70748487	70776738	+	protein_coding	KIAA1279
2446	10	HAVANA	gene	71163659	71176623	-	protein_coding	TACR2
2447	10	HAVANA	gene	71907045	71930279	-	protein_coding	SAR1A
2449	10	HAVANA	gene	72058729	72142382	-	protein_coding	LRRC20
2450	10	HAVANA	gene	72164135	72188374	+	protein_coding	EIF4EBP2
2451	10	HAVANA	gene	72972327	73062621	+	protein_coding	UNC5B
2453	10	HAVANA	gene	73156691	73575702	+	protein_coding	CDH23
2454	10	HAVANA	gene	73507316	73533255	-	protein_coding	C10orf54
2455	10	HAVANA	gene	74927924	75004262	+	protein_coding	FAM149B1
2456	10	HAVANA	gene	75006510	75012451	-	protein_coding	MRPS16
2457	10	HAVANA	gene	75007118	75036742	+	antisense	DNAJC9-AS1
2458	10	HAVANA	gene	75504120	75531919	+	protein_coding	SEC24C
2459	10	HAVANA	gene	75556272	75571409	-	protein_coding	RP11-574K11.31
2460	10	HAVANA	gene	75561669	75571589	-	protein_coding	NDST2
2461	10	HAVANA	gene	75881524	75910821	-	protein_coding	AP3M1
2463	10	HAVANA	gene	78629359	79398353	-	protein_coding	KCNMA1
2465	10	HAVANA	gene	79734907	79789303	-	protein_coding	POLR3A
2466	10	HAVANA	gene	79793518	79816570	+	protein_coding	RPS24
2467	10	HAVANA	gene	81563813	81586350	-	lincRNA	RP11-773D16.1
2468	10	HAVANA	gene	81967466	81979413	+	lincRNA	LINC00857
2470	10	HAVANA	gene	83635070	84746935	+	protein_coding	NRG3
2471	10	HAVANA	gene	86004809	86019716	+	protein_coding	RGR
2472	10	HAVANA	gene	88428206	88495825	+	protein_coding	LDB3
2473	10	HAVANA	gene	88853918	88951225	+	protein_coding	FAM35A
2474	10	HAVANA	gene	89117425	89130452	+	protein_coding	NUTM2D
2475	10	HAVANA	gene	89511269	89601100	-	protein_coding	ATAD1
2477	10	HAVANA	gene	90562487	90580303	+	protein_coding	LIPM
2478	10	HAVANA	gene	90973326	91174314	-	protein_coding	LIPA
2479	10	HAVANA	gene	91342745	91405215	-	protein_coding	PANK1
2480	10	HAVANA	gene	91461367	91534700	+	protein_coding	KIF20B
2481	10	HAVANA	gene	92631473	92668312	+	protein_coding	RPP30
2483	10	HAVANA	gene	93683526	93790082	+	protein_coding	BTAF1
2485	10	HAVANA	gene	94353043	94415150	+	protein_coding	KIF11
2486	10	HAVANA	gene	96305547	96373662	+	protein_coding	HELLS
2488	10	HAVANA	gene	96337196	96370995	+	sense_overlapping	RP11-119K6.6
2489	10	HAVANA	gene	97512963	97849995	-	antisense	ENTPD1-AS1
2490	10	HAVANA	gene	97667360	97698480	+	protein_coding	C10orf131
2492	10	HAVANA	gene	97733786	97792441	+	protein_coding	CC2D2B
2493	10	HAVANA	gene	97733786	97792432	+	protein_coding	RP11-690P14.4
2494	10	HAVANA	gene	98064085	98098321	+	protein_coding	DNTT
2495	10	HAVANA	gene	98124363	98273675	-	protein_coding	TLL2
2496	10	HAVANA	gene	99344131	99436191	+	protein_coding	PI4K2A
2497	10	HAVANA	gene	99344131	99433667	+	protein_coding	PI4K2A
2500	10	HAVANA	gene	101462315	101515891	+	protein_coding	CUTC
2501	10	HAVANA	gene	101471601	101491857	-	protein_coding	COX15
2504	10	HAVANA	gene	102288829	102319755	+	protein_coding	HIF1AN
2506	10	HAVANA	gene	102767440	102790890	-	protein_coding	PDZD7
2508	10	HAVANA	gene	103544200	103578696	-	protein_coding	MGEA5
2510	10	HAVANA	gene	104404253	104418164	+	protein_coding	TRIM8
2512	10	HAVANA	gene	105239360	105277150	-	antisense	RP11-225H22.5
2513	10	HAVANA	gene	105348285	105615301	-	protein_coding	SH3PXD2A
2514	10	HAVANA	gene	106028631	106064703	+	protein_coding	GSTO2
2515	10	HAVANA	gene	106113522	106214848	+	protein_coding	CCDC147
2516	10	HAVANA	gene	108333421	108924292	-	protein_coding	SORCS1
2517	10	HAVANA	gene	110470276	110599121	+	lincRNA	RP11-655H13.2
2519	10	HAVANA	gene	111624524	111683311	-	protein_coding	XPNPEP1
2521	10	HAVANA	gene	112404155	112599227	+	protein_coding	RBM20
2522	10	HAVANA	gene	114206756	114578503	+	protein_coding	VTI1A
2524	10	HAVANA	gene	115348475	115423886	-	protein_coding	NRAP
2525	10	HAVANA	gene	115438942	115490662	+	protein_coding	CASP7
2526	10	HAVANA	gene	115880621	115933979	-	protein_coding	C10orf118
2527	10	HAVANA	gene	115999018	116051272	+	protein_coding	VWA2
2528	10	HAVANA	gene	116524547	116539662	+	lincRNA	RP11-106M7.1
2529	10	HAVANA	gene	116581503	116659591	+	protein_coding	FAM160B1
2530	10	HAVANA	gene	116853124	117708503	+	protein_coding	ATRNL1
2532	10	HAVANA	gene	118187379	118237469	+	protein_coding	PNLIPRP3
2533	10	HAVANA	gene	120794356	120840316	-	protein_coding	EIF3A
2535	10	HAVANA	gene	121588972	121652068	-	protein_coding	MCMBP
2537	10	HAVANA	gene	122610687	122669036	+	protein_coding	WDR11
2538	10	HAVANA	gene	122685059	122740213	-	lincRNA	RP11-95I16.2
2539	10	HAVANA	gene	123687827	123711480	+	antisense	RP11-500G22.2
2540	10	HAVANA	gene	123748689	124014060	+	protein_coding	TACC2
2541	10	HAVANA	gene	124713897	124757029	+	protein_coding	PSTK
2542	10	HAVANA	gene	126630692	126676758	+	protein_coding	ZRANB1
2543	10	HAVANA	gene	127512115	127542264	+	protein_coding	BCCIP
2544	10	HAVANA	gene	127524906	127585005	-	protein_coding	DHX32
2547	10	HAVANA	gene	133918175	133998313	+	protein_coding	JAKMIP3
2549	11	HAVANA	gene	129279	186136	+	antisense	RP11-304M2.3
2550	11	HAVANA	gene	167784	207428	-	protein_coding	BET1L
2551	11	HAVANA	gene	842808	867116	+	protein_coding	TSPAN4
2553	11	HAVANA	gene	1592583	1620414	+	antisense	KRTAP5-AS1
2554	11	HAVANA	gene	2425745	2444275	-	protein_coding	TRPM5
2555	11	HAVANA	gene	2909010	2924970	-	protein_coding	SLC22A18AS
2556	11	HAVANA	gene	2920951	2946476	+	protein_coding	SLC22A18
2557	11	HAVANA	gene	3431582	3443726	-	pseudogene	FAM86GP
2559	11	HAVANA	gene	3818954	3847601	+	protein_coding	PGAP2
2561	11	HAVANA	gene	5959981	5966214	+	lincRNA	AC025016.1
2562	11	HAVANA	gene	7991798	8023409	+	protein_coding	EIF3F
2563	11	HAVANA	gene	8127597	8190602	-	protein_coding	RIC3
2564	11	HAVANA	gene	8413418	8615836	-	protein_coding	STK33
2565	11	HAVANA	gene	8703958	8736306	+	protein_coding	RPL27A
2566	11	HAVANA	gene	9002123	9025596	-	protein_coding	NRIP3
2567	11	HAVANA	gene	9481866	9550071	+	protein_coding	ZNF143
2568	11	HAVANA	gene	11862970	11980870	+	protein_coding	USP47
2569	11	HAVANA	gene	12115543	12285334	+	protein_coding	MICAL2
2570	11	HAVANA	gene	12282973	12284720	-	antisense	RP11-265D17.2
2571	11	HAVANA	gene	12297627	12380691	+	protein_coding	MICALCL
2572	11	HAVANA	gene	13409548	13484844	-	protein_coding	BTBD10
2574	11	HAVANA	gene	13983914	14289646	+	processed_transcript	SPON1
2576	11	HAVANA	gene	14515329	14665181	-	protein_coding	PSMA1
2577	11	HAVANA	gene	14515329	14541890	-	protein_coding	PSMA1
2579	11	HAVANA	gene	15133970	15268754	+	protein_coding	INSC
2580	11	HAVANA	gene	16799842	17035990	-	protein_coding	PLEKHA7
2582	11	HAVANA	gene	17099277	17229530	-	protein_coding	PIK3C2A
2583	11	HAVANA	gene	17229700	17371521	+	protein_coding	NUCB2
2584	11	HAVANA	gene	17515442	17565963	-	protein_coding	USH1C
2586	11	HAVANA	gene	18022089	18044478	-	processed_transcript	RP1-59M18.2
2587	11	HAVANA	gene	18039111	18063973	-	protein_coding	TPH1
2590	11	HAVANA	gene	18749475	18814268	-	protein_coding	PTPN5
2592	11	HAVANA	gene	19372271	20143144	+	protein_coding	NAV2
2594	11	HAVANA	gene	20385231	20405329	+	protein_coding	HTATIP2
2596	11	HAVANA	gene	20620946	20680831	+	protein_coding	SLC6A5
2598	11	HAVANA	gene	22305276	22359791	-	antisense	CTD-2140G10.2
2599	11	HAVANA	gene	22835345	22851845	-	protein_coding	SVIP
2600	11	HAVANA	gene	22850926	22966939	+	antisense	RP11-17A1.3
2601	11	HAVANA	gene	24518516	25104150	+	protein_coding	LUZP2
2602	11	HAVANA	gene	26210829	26684835	+	protein_coding	ANO3
2604	11	HAVANA	gene	27068733	27241660	-	antisense	RP11-1L12.3
2606	11	HAVANA	gene	27516123	27528320	-	protein_coding	LIN7C
2608	11	HAVANA	gene	29357425	29615842	-	lincRNA	RP11-460B17.3
2610	11	HAVANA	gene	30851916	31391357	-	protein_coding	DCDC1
2612	11	HAVANA	gene	32133595	32364955	-	pseudogene	RP1-65P5.1
2614	11	HAVANA	gene	32623792	32816204	-	protein_coding	CCDC73
2616	11	HAVANA	gene	33836423	33843641	-	lincRNA	RP11-646J21.2
2617	11	HAVANA	gene	34073230	34122703	+	protein_coding	CAPRIN1
2618	11	HAVANA	gene	34500340	34535352	-	protein_coding	ELF5
2619	11	HAVANA	gene	34874641	34938046	-	protein_coding	APIP
2621	11	HAVANA	gene	36508577	36531822	-	protein_coding	TRAF6
2622	11	HAVANA	gene	36532259	36614706	+	protein_coding	RAG1
2623	11	HAVANA	gene	40135753	41481323	-	protein_coding	LRRC4C
2625	11	HAVANA	gene	43142312	43290943	-	pseudogene	HNRNPKP3
2626	11	HAVANA	gene	43380482	43516483	+	protein_coding	TTC17
2627	11	HAVANA	gene	44748015	44953972	+	protein_coding	TSPAN18
2628	11	HAVANA	gene	44907454	44972840	-	protein_coding	TP53I11
2630	11	HAVANA	gene	45834770	45846809	+	lincRNA	CTD-2210P24.6
2631	11	HAVANA	gene	45868669	45904798	+	protein_coding	CRY2
2632	11	HAVANA	gene	46354455	46402104	+	protein_coding	DGKZ
2633	11	HAVANA	gene	46402306	46405375	+	protein_coding	MDK
2634	11	HAVANA	gene	46417964	46615675	-	protein_coding	AMBRA1
2635	11	HAVANA	gene	46638826	46696368	+	protein_coding	ATG13
2636	11	HAVANA	gene	47440320	47447993	-	protein_coding	PSMC3
2637	11	HAVANA	gene	47586888	47606114	+	protein_coding	NDUFS3
2638	11	HAVANA	gene	48002113	48189670	+	protein_coding	PTPRJ
2640	11	HAVANA	gene	57067112	57092426	-	protein_coding	TNKS1BP1
2642	11	HAVANA	gene	58294344	58345693	-	protein_coding	LPXN
2643	11	HAVANA	gene	58346584	58388515	+	protein_coding	ZFP91
2644	11	HAVANA	gene	58346645	58392112	+	protein_coding	ZFP91-CNTF
2645	11	HAVANA	gene	59968726	60010561	-	protein_coding	MS4A4E
2647	11	HAVANA	gene	60552821	60568778	+	protein_coding	MS4A10
2648	11	HAVANA	gene	60681346	60690915	+	protein_coding	TMEM109
2649	11	HAVANA	gene	60989688	61018929	+	protein_coding	PGA4
2650	11	HAVANA	gene	60994640	61016005	+	processed_transcript	CTD-2331C18.5
2653	11	HAVANA	gene	61513965	61525127	-	lincRNA	RP11-467L20.10
2654	11	HAVANA	gene	61520114	61555990	+	protein_coding	MYRF
2657	11	HAVANA	gene	62104920	62160882	+	protein_coding	ASRGL1
2659	11	HAVANA	gene	62599814	62609281	-	protein_coding	WDR74
2660	11	HAVANA	gene	62623518	62656352	+	protein_coding	SLC3A2
2661	11	HAVANA	gene	63952744	63972015	+	protein_coding	STIP1
2662	11	HAVANA	gene	64073044	64084215	+	protein_coding	ESRRA
2663	11	HAVANA	gene	64513861	64527769	-	protein_coding	PYGM
2664	11	HAVANA	gene	64590859	64612041	-	protein_coding	CDC42BPG
2665	11	HAVANA	gene	65360326	65363467	-	protein_coding	KCNK7
2666	11	HAVANA	gene	65383244	65404910	+	protein_coding	PCNXL3
2667	11	HAVANA	gene	66115421	66132275	+	protein_coding	RP11-867G23.8
2669	11	HAVANA	gene	66432469	66445392	-	protein_coding	RBM4B
2671	11	HAVANA	gene	66774249	66818334	+	protein_coding	SYT12
2673	11	HAVANA	gene	67559119	67572807	-	pseudogene	FAM86C2P
2674	11	HAVANA	gene	67758575	67772452	-	protein_coding	UNC93B1
2676	11	HAVANA	gene	68816365	68858072	+	protein_coding	TPCN2
2678	11	HAVANA	gene	70218352	70244594	-	antisense	AP000487.5
2679	11	HAVANA	gene	70244510	70282690	+	protein_coding	CTTN
2680	11	HAVANA	gene	70313961	70963623	-	protein_coding	SHANK2
2682	11	HAVANA	gene	71576555	71639700	-	protein_coding	RP11-849H4.2
2684	11	HAVANA	gene	72396114	72504644	-	protein_coding	ARAP1
2685	11	HAVANA	gene	72396120	72404853	+	antisense	ARAP1-AS1
2687	11	HAVANA	gene	72975550	73009662	+	protein_coding	P2RY6
2688	11	HAVANA	gene	73019334	73080136	+	protein_coding	ARHGEF17
2689	11	HAVANA	gene	74518784	74660245	-	protein_coding	XRRA1
2690	11	HAVANA	gene	74587331	74631067	+	pseudogene	RP11-147I3.1
2691	11	HAVANA	gene	74699179	74729938	+	protein_coding	NEU3
2692	11	HAVANA	gene	75110530	75133324	+	protein_coding	RPS3
2693	11	HAVANA	gene	76386123	76414239	+	lincRNA	RP11-672A2.3
2694	11	HAVANA	gene	76777979	76837201	+	protein_coding	CAPN5
2695	11	HAVANA	gene	77728017	77790911	-	protein_coding	NDUFC2-KCTD14
2696	11	HAVANA	gene	77811982	77850706	-	protein_coding	ALG8
2697	11	HAVANA	gene	81590893	82429124	-	lincRNA	RP11-179A16.1
2699	11	HAVANA	gene	83166055	85338966	-	protein_coding	DLG2
2700	11	HAVANA	gene	85359011	85367591	+	protein_coding	TMEM126A
2701	11	HAVANA	gene	86013253	86056969	+	protein_coding	C11orf73
2702	11	HAVANA	gene	86085778	86134151	+	protein_coding	CCDC81
2703	11	HAVANA	gene	86502101	86663952	+	protein_coding	PRSS23
2705	11	HAVANA	gene	89864683	89926062	+	protein_coding	NAALAD2
2706	11	HAVANA	gene	93463114	93517557	-	protein_coding	TAF1D
2707	11	HAVANA	gene	93474757	93497915	+	protein_coding	C11orf54
2710	11	HAVANA	gene	94277006	94354587	+	protein_coding	PIWIL4
2711	11	HAVANA	gene	94277017	94283063	+	protein_coding	FUT4
2712	11	HAVANA	gene	94278496	94473521	-	antisense	RP11-867G2.8
2713	11	HAVANA	gene	94706845	94732682	+	protein_coding	KDM4D
2714	11	ENSEMBL	gene	94800056	94804388	+	pseudogene	SRSF8
2715	11	HAVANA	gene	95502106	95523573	-	protein_coding	FAM76B
2716	11	HAVANA	gene	95523129	95565857	+	protein_coding	CEP57
2717	11	HAVANA	gene	96123153	96240738	+	protein_coding	JRKL
2719	11	HAVANA	gene	98891683	100229616	+	protein_coding	CNTN5
2721	11	HAVANA	gene	100558384	100862668	+	protein_coding	ARHGAP42
2722	11	HAVANA	gene	102562218	102576537	-	protein_coding	MMP27
2723	11	HAVANA	gene	102980160	103350591	+	protein_coding	DYNC2H1
2724	11	HAVANA	gene	105921825	105948492	-	protein_coding	KBTBD3
2725	11	HAVANA	gene	107373452	107436472	-	protein_coding	ALKBH8
2727	11	HAVANA	gene	109622168	109694573	-	lincRNA	RP11-262A12.1
2728	11	HAVANA	gene	111411005	111432264	+	protein_coding	LAYN
2729	11	HAVANA	gene	111957497	111990353	+	protein_coding	SDHD
2730	11	HAVANA	gene	111957627	112064528	+	protein_coding	SDHD
2733	11	HAVANA	gene	113149159	113185159	-	antisense	RP11-839D17.3
2735	11	HAVANA	gene	114081338	114227293	-	antisense	RP11-64D24.2
2736	11	HAVANA	gene	114128509	114184007	+	protein_coding	NNMT
2739	11	HAVANA	gene	115039938	115375675	-	protein_coding	CADM1
2741	11	HAVANA	gene	117049449	117068160	+	protein_coding	SIDT2
2742	11	HAVANA	gene	117075053	117103241	-	protein_coding	PCSK7
2743	11	HAVANA	gene	117886487	117957508	-	antisense	TMPRSS4-AS1
2744	11	HAVANA	gene	118004092	118023603	-	protein_coding	SCN4B
2745	11	HAVANA	gene	118477155	118528741	+	protein_coding	PHLDB1
2746	11	HAVANA	gene	118528026	118550399	-	protein_coding	TREH
2747	11	HAVANA	gene	118889142	118896164	+	protein_coding	TRAPPC4
2748	11	HAVANA	gene	119209652	119217383	-	protein_coding	C1QTNF5
2749	11	HAVANA	gene	119209652	119217383	-	protein_coding	MFRP
2750	11	HAVANA	gene	119209652	119217368	-	protein_coding	MFRP
2754	11	HAVANA	gene	119981983	120056237	-	protein_coding	TRIM29
2755	11	HAVANA	gene	120107349	120190653	+	protein_coding	POU2F3
2756	11	HAVANA	gene	121322912	121504402	+	protein_coding	SORL1
2757	11	HAVANA	gene	122709208	122743347	+	protein_coding	CRTAM
2759	11	HAVANA	gene	123396344	123498482	+	protein_coding	GRAMD1B
2761	11	HAVANA	gene	124492732	124505287	+	protein_coding	TBRG1
2762	11	HAVANA	gene	124503009	124565603	-	protein_coding	SIAE
2763	11	HAVANA	gene	125315646	125366213	-	protein_coding	FEZ1
2764	11	HAVANA	gene	125440180	125462473	-	antisense	STT3A-AS1
2765	11	HAVANA	gene	125773142	125808811	-	antisense	RP11-680F20.9
2766	11	HAVANA	gene	125773271	125793158	+	protein_coding	DDX25
2769	11	HAVANA	gene	126173647	126215644	+	protein_coding	DCPS
2771	11	HAVANA	gene	128706210	128737268	-	protein_coding	KCNJ1
2772	11	HAVANA	gene	128834955	129149219	-	protein_coding	ARHGAP32
2773	11	HAVANA	gene	130029457	130080271	+	protein_coding	ST14
2775	11	HAVANA	gene	130745331	130786404	-	protein_coding	SNX19
2776	11	HAVANA	gene	131240373	132206716	+	protein_coding	NTM
2778	11	HAVANA	gene	132284871	133402414	-	protein_coding	OPCML
2780	11	HAVANA	gene	134020014	134095348	-	protein_coding	NCAPD3
2781	11	HAVANA	gene	134094539	134117686	+	protein_coding	VPS26B
2782	11	HAVANA	gene	134201768	134248235	+	protein_coding	GLB1L2
2783	12	HAVANA	gene	1639057	1756409	+	protein_coding	WNT5B
2785	12	HAVANA	gene	2921788	2968957	+	protein_coding	ITFG2
2786	12	HAVANA	gene	3068496	3149839	+	protein_coding	TEAD4
2787	12	HAVANA	gene	3900213	3982608	-	protein_coding	PARP11
2789	12	HAVANA	gene	4430371	4462338	+	protein_coding	C12orf5
2791	12	HAVANA	gene	4829507	4960277	+	protein_coding	GALNT8
2792	12	HAVANA	gene	8332805	8368747	+	antisense	FAM66C
2793	12	HAVANA	gene	9570309	9600825	-	pseudogene	DDX12P
2794	12	HAVANA	gene	9868456	9885895	-	protein_coding	CLECL1
2795	12	HAVANA	gene	10851683	10875911	-	protein_coding	YBX3
2796	12	HAVANA	gene	10902833	10930043	+	lincRNA	RP13-81N3.2
2797	12	ENSEMBL	gene	12508342	12510001	-	protein_coding	LOH12CR2
2799	12	HAVANA	gene	12878851	12982909	+	protein_coding	APOLD1
2801	12	HAVANA	gene	14818589	14910897	+	antisense	RP11-174G6.1
2803	12	HAVANA	gene	15475331	15750333	+	protein_coding	PTPRO
2805	12	HAVANA	gene	16064106	16190220	+	protein_coding	DERA
2807	12	HAVANA	gene	18233803	18473041	-	protein_coding	RERGL
2808	12	HAVANA	gene	19556979	19873735	+	protein_coding	AEBP2
2810	12	HAVANA	gene	20522179	20837315	+	protein_coding	PDE3A
2812	12	HAVANA	gene	21621845	21654603	-	protein_coding	RECQL
2813	12	HAVANA	gene	21788276	21910791	-	protein_coding	LDHB
2814	12	HAVANA	gene	21815247	21912966	+	antisense	RP11-59N23.3
2815	12	HAVANA	gene	22216707	22589975	-	protein_coding	ST8SIA1
2816	12	HAVANA	gene	22601517	22697480	-	protein_coding	C2CD5
2817	12	HAVANA	gene	22778009	22843599	+	protein_coding	ETNK1
2818	12	HAVANA	gene	24964295	25102393	-	protein_coding	BCAT1
2819	12	HAVANA	gene	24983355	24989492	+	antisense	RP11-625L16.3
2821	12	HAVANA	gene	25261354	25348096	-	protein_coding	CASC1
2823	12	HAVANA	gene	26111962	26232825	+	protein_coding	RASSF8
2825	12	HAVANA	gene	27058114	27091259	-	protein_coding	ASUN
2826	12	HAVANA	gene	27126128	27167367	-	protein_coding	TM7SF3
2827	12	HAVANA	gene	27396901	27478892	+	protein_coding	STK38L
2828	12	HAVANA	gene	27485787	27576241	+	protein_coding	ARNTL2
2829	12	HAVANA	gene	27542722	27599558	-	antisense	RP11-165P7.1
2830	12	HAVANA	gene	27863706	27909228	+	protein_coding	MRPS35
2832	12	HAVANA	gene	29302036	29493913	+	protein_coding	FAR2
2833	12	HAVANA	gene	29433351	29470781	-	antisense	RP11-996F15.2
2834	12	HAVANA	gene	29490285	29534122	-	protein_coding	ERGIC2
2835	12	HAVANA	gene	31226779	31257725	+	protein_coding	DDX11
2836	12	HAVANA	gene	32880424	32908836	-	protein_coding	YARS2
2838	12	HAVANA	gene	39687030	39837192	-	protein_coding	KIF21A
2839	12	HAVANA	gene	40590546	40763087	+	protein_coding	LRRK2
2840	12	HAVANA	gene	41086244	41466220	+	protein_coding	CNTN1
2842	12	HAVANA	gene	42475647	42538681	-	protein_coding	GXYLT1
2843	12	HAVANA	gene	43747669	43945724	-	protein_coding	ADAMTS20
2845	12	HAVANA	gene	44229770	44783545	+	protein_coding	TMEM117
2847	12	HAVANA	gene	46312914	46385903	-	protein_coding	SCAF11
2848	12	HAVANA	gene	48057070	48099844	-	protein_coding	RPAP3
2849	12	HAVANA	gene	49223547	49246625	-	protein_coding	DDX23
2850	12	HAVANA	gene	49962001	50038449	+	protein_coding	PRPF40B
2851	12	HAVANA	gene	50031724	50101948	-	protein_coding	FMNL3
2852	12	HAVANA	gene	50451331	50477394	+	protein_coding	ASIC1
2853	12	HAVANA	gene	50786166	50873787	+	protein_coding	LARP4
2855	12	HAVANA	gene	51785101	51902980	+	protein_coding	SLC4A8
2857	12	HAVANA	gene	53399942	53435993	+	protein_coding	EIF4B
2858	12	HAVANA	gene	53408380	53448222	-	antisense	RP11-983P16.4
2859	12	HAVANA	gene	53835525	53874946	+	protein_coding	PCBP2
2860	12	HAVANA	gene	54747445	54891472	+	antisense	RP11-753H16.3
2861	12	HAVANA	gene	54747576	54860769	+	antisense	RP11-753H16.5
2862	12	HAVANA	gene	54789045	54813244	-	protein_coding	ITGA5
2864	12	HAVANA	gene	56109820	56118487	+	protein_coding	RP11-644F5.10
2865	12	HAVANA	gene	56109820	56113871	+	protein_coding	BLOC1S1
2868	12	HAVANA	gene	56473641	56497289	+	protein_coding	ERBB3
2870	12	HAVANA	gene	57031959	57039798	-	protein_coding	ATP5B
2871	12	HAVANA	gene	57106212	57125412	-	protein_coding	NACA
2872	12	HAVANA	gene	58148881	58154190	+	protein_coding	MARCH9
2874	12	HAVANA	gene	59759999	59804952	-	lincRNA	RP11-272B17.1
2875	12	HAVANA	gene	62102040	62672931	-	protein_coding	FAM19A2
2876	12	HAVANA	gene	62654119	62811211	+	protein_coding	USP15
2877	12	HAVANA	gene	64017568	64189498	-	antisense	RP11-415I12.3
2878	12	HAVANA	gene	64900946	64927418	-	lincRNA	RP11-439H13.2
2879	12	HAVANA	gene	65153301	65173098	+	antisense	RP11-629N8.3
2881	12	HAVANA	gene	66517697	66563765	-	protein_coding	TMBIM4
2882	12	HAVANA	gene	66517709	66563852	-	protein_coding	TMBIM4
2883	12	HAVANA	gene	67663061	67713731	+	protein_coding	CAND1
2884	12	HAVANA	gene	68383225	68628466	+	antisense	IFNG-AS1
2885	12	HAVANA	gene	68666223	68726161	-	protein_coding	MDM1
2886	12	HAVANA	gene	69201956	69239214	+	protein_coding	MDM2
2887	12	HAVANA	gene	69979114	69995350	+	protein_coding	CCT2
2888	12	HAVANA	gene	72148654	72184699	+	protein_coding	RAB21
2890	12	HAVANA	gene	75669759	75784708	-	protein_coding	CAPS2
2891	12	HAVANA	gene	76956074	77009211	+	lincRNA	RP11-20E24.1
2892	12	HAVANA	gene	77415027	77459360	-	protein_coding	E2F7
2894	12	HAVANA	gene	78224685	78606790	+	protein_coding	NAV3
2896	12	HAVANA	gene	79257773	79845788	+	protein_coding	SYT1
2897	12	HAVANA	gene	79734985	79897176	-	lincRNA	RP1-78O14.1
2900	12	HAVANA	gene	80603233	80772870	+	protein_coding	OTOGL
2901	12	HAVANA	gene	81652045	82153332	-	protein_coding	PPFIA2
2903	12	HAVANA	gene	82752276	82873015	+	protein_coding	METTL25
2904	12	HAVANA	gene	82874897	82891339	-	lincRNA	RP11-263K4.5
2905	12	HAVANA	gene	85430092	85657002	+	protein_coding	LRRIQ1
2907	12	HAVANA	gene	88427623	88443937	+	protein_coding	C12orf29
2909	12	HAVANA	gene	89813495	89919801	-	protein_coding	POC1B
2910	12	HAVANA	gene	89913185	89920039	-	protein_coding	GALNT4
2911	12	HAVANA	gene	89913185	89920039	-	protein_coding	POC1B-GALNT4
2912	12	HAVANA	gene	89954906	89987798	+	antisense	RP11-981P6.1
2913	12	HAVANA	gene	93115281	93166231	+	protein_coding	PLEKHG7
2915	12	HAVANA	gene	93799449	93836038	-	protein_coding	UBE2N
2917	12	HAVANA	gene	95910336	95945266	-	protein_coding	USP44
2918	12	HAVANA	gene	96252706	96297606	+	protein_coding	SNRPF
2919	12	HAVANA	gene	96260826	96336752	-	protein_coding	CCDC38
2920	12	HAVANA	gene	96390299	96405267	+	antisense	RP11-256L6.3
2921	12	HAVANA	gene	96394606	96437298	-	protein_coding	LTA4H
