userId	geneSymbol	geneName	entrezgene	gLink
RNU6-643P	RNU6-643P	RNA, U6 small nuclear 643, pseudogene	106479851	https://www.ncbi.nlm.nih.gov/gene/?term=106479851
NCR2	NCR2	natural cytotoxicity triggering receptor 2	9436	https://www.ncbi.nlm.nih.gov/gene/?term=9436
FOXP4	FOXP4	forkhead box P4	116113	https://www.ncbi.nlm.nih.gov/gene/?term=116113
MIR4641	MIR4641	microRNA 4641	100616178	https://www.ncbi.nlm.nih.gov/gene/?term=100616178
MDFI	MDFI	MyoD family inhibitor	4188	https://www.ncbi.nlm.nih.gov/gene/?term=4188
NPM1P51	NPM1P51	nucleophosmin 1 pseudogene 51	100130606	https://www.ncbi.nlm.nih.gov/gene/?term=100130606
OARD1	OARD1	O-acyl-ADP-ribose deacylase 1	221443	https://www.ncbi.nlm.nih.gov/gene/?term=221443
NFYA	NFYA	nuclear transcription factor Y subunit alpha	4800	https://www.ncbi.nlm.nih.gov/gene/?term=4800
TFEB	TFEB	transcription factor EB	7942	https://www.ncbi.nlm.nih.gov/gene/?term=7942
FOXO3	FOXO3	forkhead box O3	2309	https://www.ncbi.nlm.nih.gov/gene/?term=2309
SUMO2P8	SUMO2P8	SUMO2 pseudogene 8	100506244	https://www.ncbi.nlm.nih.gov/gene/?term=100506244
LINC00222	LINC00222	long intergenic non-protein coding RNA 222	387111	https://www.ncbi.nlm.nih.gov/gene/?term=387111
ZNF259P1	ZNF259P1	zinc finger protein 259 pseudogene 1	442240	https://www.ncbi.nlm.nih.gov/gene/?term=442240
ARMC2	ARMC2	armadillo repeat containing 2	84071	https://www.ncbi.nlm.nih.gov/gene/?term=84071
ARMC2-AS1	ARMC2-AS1	ARMC2 antisense RNA 1	101929716	https://www.ncbi.nlm.nih.gov/gene/?term=101929716
RNU6-653P	RNU6-653P	RNA, U6 small nuclear 653, pseudogene	106480397	https://www.ncbi.nlm.nih.gov/gene/?term=106480397
SESN1	SESN1	sestrin 1	27244	https://www.ncbi.nlm.nih.gov/gene/?term=27244
FAM162B	FAM162B	family with sequence similarity 162 member B	221303	https://www.ncbi.nlm.nih.gov/gene/?term=221303
GPRC6A	GPRC6A	G protein-coupled receptor class C group 6 member A	222545	https://www.ncbi.nlm.nih.gov/gene/?term=222545
RFX6	RFX6	regulatory factor X6	222546	https://www.ncbi.nlm.nih.gov/gene/?term=222546
RPS29P13	RPS29P13	ribosomal protein S29 pseudogene 13	100271122	https://www.ncbi.nlm.nih.gov/gene/?term=100271122
RNA5SP214	RNA5SP214	RNA, 5S ribosomal pseudogene 214	100873474	https://www.ncbi.nlm.nih.gov/gene/?term=100873474
VGLL2	VGLL2	vestigial like family member 2	245806	https://www.ncbi.nlm.nih.gov/gene/?term=245806
KPNA5	KPNA5	karyopherin subunit alpha 5	3841	https://www.ncbi.nlm.nih.gov/gene/?term=3841
ROS1	ROS1	ROS proto-oncogene 1, receptor tyrosine kinase	6098	https://www.ncbi.nlm.nih.gov/gene/?term=6098
RGS17	RGS17	regulator of G protein signaling 17	26575	https://www.ncbi.nlm.nih.gov/gene/?term=26575
RNA5SP224	RNA5SP224	RNA, 5S ribosomal pseudogene 224	100873483	https://www.ncbi.nlm.nih.gov/gene/?term=100873483
RNA5SP225	RNA5SP225	RNA, 5S ribosomal pseudogene 225	100873484	https://www.ncbi.nlm.nih.gov/gene/?term=100873484
MTND4P13	MTND4P13	MT-ND4 pseudogene 13	100862853	https://www.ncbi.nlm.nih.gov/gene/?term=100862853
RNU6-896P	RNU6-896P	RNA, U6 small nuclear 896, pseudogene	106481922	https://www.ncbi.nlm.nih.gov/gene/?term=106481922
HMGB3P19	HMGB3P19	high mobility group box 3 pseudogene 19	729635	https://www.ncbi.nlm.nih.gov/gene/?term=729635
MTRF1L	MTRF1L	mitochondrial translational release factor 1 like	54516	https://www.ncbi.nlm.nih.gov/gene/?term=54516
OPRM1	OPRM1	opioid receptor mu 1	4988	https://www.ncbi.nlm.nih.gov/gene/?term=4988
IPCEF1	IPCEF1	interaction protein for cytohesin exchange factors 1	26034	https://www.ncbi.nlm.nih.gov/gene/?term=26034
HNRNPH1P1	HNRNPH1P1	heterogeneous nuclear ribonucleoprotein H1 pseudogene 1	100132803	https://www.ncbi.nlm.nih.gov/gene/?term=100132803
RNU4ATAC18P	RNU4ATAC18P	RNA, U4atac small nuclear 18, pseudogene	106481866	https://www.ncbi.nlm.nih.gov/gene/?term=106481866
WTAP	WTAP	WT1 associated protein	9589	https://www.ncbi.nlm.nih.gov/gene/?term=9589
ACAT2	ACAT2	acetyl-CoA acetyltransferase 2	39	https://www.ncbi.nlm.nih.gov/gene/?term=39
TCP1	TCP1	t-complex 1	6950	https://www.ncbi.nlm.nih.gov/gene/?term=6950
SNORA20	SNORA20	small nucleolar RNA, H/ACA box 20	677806	https://www.ncbi.nlm.nih.gov/gene/?term=677806
SNORA29	SNORA29	small nucleolar RNA, H/ACA box 29	677812	https://www.ncbi.nlm.nih.gov/gene/?term=677812
MRPL18	MRPL18	mitochondrial ribosomal protein L18	29074	https://www.ncbi.nlm.nih.gov/gene/?term=29074
PNLDC1	PNLDC1	PARN like, ribonuclease domain containing 1	154197	https://www.ncbi.nlm.nih.gov/gene/?term=154197
MAS1	MAS1	MAS1 proto-oncogene, G protein-coupled receptor	4142	https://www.ncbi.nlm.nih.gov/gene/?term=4142
IGF2R	IGF2R	insulin like growth factor 2 receptor	3482	https://www.ncbi.nlm.nih.gov/gene/?term=3482
AIRN	AIRN	antisense of IGF2R non-protein coding RNA	100271873	https://www.ncbi.nlm.nih.gov/gene/?term=100271873
SLC22A1	SLC22A1	solute carrier family 22 member 1	6580	https://www.ncbi.nlm.nih.gov/gene/?term=6580
SLC22A2	SLC22A2	solute carrier family 22 member 2	6582	https://www.ncbi.nlm.nih.gov/gene/?term=6582
SLC22A3	SLC22A3	solute carrier family 22 member 3	6581	https://www.ncbi.nlm.nih.gov/gene/?term=6581
LPAL2	LPAL2	lipoprotein(a) like 2, pseudogene	80350	https://www.ncbi.nlm.nih.gov/gene/?term=80350
LPA	LPA	lipoprotein(a)	4018	https://www.ncbi.nlm.nih.gov/gene/?term=4018
SOD2	SOD2	superoxide dismutase 2	6648	https://www.ncbi.nlm.nih.gov/gene/?term=6648
SP8	SP8	Sp8 transcription factor	221833	https://www.ncbi.nlm.nih.gov/gene/?term=221833
RPL23P8	RPL23P8	ribosomal protein L23 pseudogene 8	222901	https://www.ncbi.nlm.nih.gov/gene/?term=222901
RN7SL542P	RN7SL542P	RNA, 7SL, cytoplasmic 542, pseudogene	106479419	https://www.ncbi.nlm.nih.gov/gene/?term=106479419
ASS1P11	ASS1P11	argininosuccinate synthetase 1 pseudogene 11	340274	https://www.ncbi.nlm.nih.gov/gene/?term=340274
ABCB5	ABCB5	ATP binding cassette subfamily B member 5	340273	https://www.ncbi.nlm.nih.gov/gene/?term=340273
HOTTIP	HOTTIP	HOXA distal transcript antisense RNA	100316868	https://www.ncbi.nlm.nih.gov/gene/?term=100316868
EVX1-AS	EVX1-AS	EVX1 antisense RNA	101410536	https://www.ncbi.nlm.nih.gov/gene/?term=101410536
EVX1	EVX1	even-skipped homeobox 1	2128	https://www.ncbi.nlm.nih.gov/gene/?term=2128
RPL35P4	RPL35P4	ribosomal protein L35 pseudogene 4	100271006	https://www.ncbi.nlm.nih.gov/gene/?term=100271006
HNRNPA1P73	HNRNPA1P73	heterogeneous nuclear ribonucleoprotein A1 pseudogene 73	100129606	https://www.ncbi.nlm.nih.gov/gene/?term=100129606
EIF4HP1	EIF4HP1	eukaryotic translation initiation factor 4H pseudogene 1	401316	https://www.ncbi.nlm.nih.gov/gene/?term=401316
PSMC1P2	PSMC1P2	proteasome 26S subunit, ATPase 1 pseudogene 2	442291	https://www.ncbi.nlm.nih.gov/gene/?term=442291
HIBADH	HIBADH	3-hydroxyisobutyrate dehydrogenase	11112	https://www.ncbi.nlm.nih.gov/gene/?term=11112
TAX1BP1	TAX1BP1	Tax1 binding protein 1	8887	https://www.ncbi.nlm.nih.gov/gene/?term=8887
HOXA13	HOXA13	homeobox A13	3209	https://www.ncbi.nlm.nih.gov/gene/?term=3209
JAZF1	JAZF1	JAZF zinc finger 1	221895	https://www.ncbi.nlm.nih.gov/gene/?term=221895
TNS3	TNS3	tensin 3	64759	https://www.ncbi.nlm.nih.gov/gene/?term=64759
C7orf65	C7orf65	chromosome 7 open reading frame 65	401335	https://www.ncbi.nlm.nih.gov/gene/?term=401335
LINC00525	LINC00525	long intergenic non-protein coding RNA 525	84847	https://www.ncbi.nlm.nih.gov/gene/?term=84847
C7orf69	C7orf69	chromosome 7 open reading frame 69	80099	https://www.ncbi.nlm.nih.gov/gene/?term=80099
HUS1	HUS1	HUS1 checkpoint clamp component	3364	https://www.ncbi.nlm.nih.gov/gene/?term=3364
PKD1L1	PKD1L1	polycystin 1 like 1, transient receptor potential channel interacting	168507	https://www.ncbi.nlm.nih.gov/gene/?term=168507
HMGB3P21	HMGB3P21	high mobility group box 3 pseudogene 21	100873901	https://www.ncbi.nlm.nih.gov/gene/?term=100873901
RN7SKP104	RN7SKP104	RNA, 7SK small nuclear pseudogene 104	106480865	https://www.ncbi.nlm.nih.gov/gene/?term=106480865
TAC1	TAC1	tachykinin precursor 1	6863	https://www.ncbi.nlm.nih.gov/gene/?term=6863
ASNS	ASNS	asparagine synthetase (glutamine-hydrolyzing)	440	https://www.ncbi.nlm.nih.gov/gene/?term=440
RPS3AP29	RPS3AP29	ribosomal protein S3a pseudogene 29	730861	https://www.ncbi.nlm.nih.gov/gene/?term=730861
OR7E7P	OR7E7P	olfactory receptor family 7 subfamily E member 7 pseudogene	392752	https://www.ncbi.nlm.nih.gov/gene/?term=392752
MIR5692A1	MIR5692A1	microRNA 5692a-1	100847066	https://www.ncbi.nlm.nih.gov/gene/?term=100847066
MIR5692C2	MIR5692C2	microRNA 5692c-2	100847017	https://www.ncbi.nlm.nih.gov/gene/?term=100847017
OR7E38P	OR7E38P	olfactory receptor family 7 subfamily E member 38 pseudogene	389537	https://www.ncbi.nlm.nih.gov/gene/?term=389537
OCM2	OCM2	oncomodulin 2	4951	https://www.ncbi.nlm.nih.gov/gene/?term=4951
RN7SL478P	RN7SL478P	RNA, 7SL, cytoplasmic 478, pseudogene	106481053	https://www.ncbi.nlm.nih.gov/gene/?term=106481053
LMTK2	LMTK2	lemur tyrosine kinase 2	22853	https://www.ncbi.nlm.nih.gov/gene/?term=22853
BHLHA15	BHLHA15	basic helix-loop-helix family member a15	168620	https://www.ncbi.nlm.nih.gov/gene/?term=168620
TECPR1	TECPR1	tectonin beta-propeller repeat containing 1	25851	https://www.ncbi.nlm.nih.gov/gene/?term=25851
BRI3	BRI3	brain protein I3	25798	https://www.ncbi.nlm.nih.gov/gene/?term=25798
SLC25A37	SLC25A37	solute carrier family 25 member 37	51312	https://www.ncbi.nlm.nih.gov/gene/?term=51312
RNU4-71P	RNU4-71P	RNA, U4 small nuclear 71, pseudogene	106481194	https://www.ncbi.nlm.nih.gov/gene/?term=106481194
NKX3-1	NKX3-1	NK3 homeobox 1	4824	https://www.ncbi.nlm.nih.gov/gene/?term=4824
NKX2-6	NKX2-6	NK2 homeobox 6	137814	https://www.ncbi.nlm.nih.gov/gene/?term=137814
ENTPD4	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4	9583	https://www.ncbi.nlm.nih.gov/gene/?term=9583
EBF2	EBF2	EBF transcription factor 2	64641	https://www.ncbi.nlm.nih.gov/gene/?term=64641
RNA5SP258	RNA5SP258	RNA, 5S ribosomal pseudogene 258	100873512	https://www.ncbi.nlm.nih.gov/gene/?term=100873512
PPP2R2A	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha	5520	https://www.ncbi.nlm.nih.gov/gene/?term=5520
SDAD1P1	SDAD1P1	SDA1 domain containing 1 pseudogene 1	157489	https://www.ncbi.nlm.nih.gov/gene/?term=157489
CDCA2	CDCA2	cell division cycle associated 2	157313	https://www.ncbi.nlm.nih.gov/gene/?term=157313
BNIP3L	BNIP3L	BCL2 interacting protein 3 like	665	https://www.ncbi.nlm.nih.gov/gene/?term=665
PCAT1	PCAT1	prostate cancer associated transcript 1	100750225	https://www.ncbi.nlm.nih.gov/gene/?term=100750225
PCAT2	PCAT2	prostate cancer associated transcript 2	103164619	https://www.ncbi.nlm.nih.gov/gene/?term=103164619
CCAT1	CCAT1	colon cancer associated transcript 1	100507056	https://www.ncbi.nlm.nih.gov/gene/?term=100507056
CASC8	CASC8	cancer susceptibility 8	727677	https://www.ncbi.nlm.nih.gov/gene/?term=727677
POU5F1B	POU5F1B	POU class 5 homeobox 1B	5462	https://www.ncbi.nlm.nih.gov/gene/?term=5462
CASC11	CASC11	cancer susceptibility 11	100270680	https://www.ncbi.nlm.nih.gov/gene/?term=100270680
MYC	MYC	MYC proto-oncogene, bHLH transcription factor	4609	https://www.ncbi.nlm.nih.gov/gene/?term=4609
PVT1	PVT1	Pvt1 oncogene	5820	https://www.ncbi.nlm.nih.gov/gene/?term=5820
TMEM75	TMEM75	transmembrane protein 75	641384	https://www.ncbi.nlm.nih.gov/gene/?term=641384
MIR1205	MIR1205	microRNA 1205	100302161	https://www.ncbi.nlm.nih.gov/gene/?term=100302161
RNU1-106P	RNU1-106P	RNA, U1 small nuclear 106, pseudogene	106481624	https://www.ncbi.nlm.nih.gov/gene/?term=106481624
RNU4-25P	RNU4-25P	RNA, U4 small nuclear 25, pseudogene	106481870	https://www.ncbi.nlm.nih.gov/gene/?term=106481870
MIR1207	MIR1207	microRNA 1207	100302175	https://www.ncbi.nlm.nih.gov/gene/?term=100302175
MIR1208	MIR1208	microRNA 1208	100302281	https://www.ncbi.nlm.nih.gov/gene/?term=100302281
RN7SKP226	RN7SKP226	RNA, 7SK small nuclear pseudogene 226	106480903	https://www.ncbi.nlm.nih.gov/gene/?term=106480903
LINC00977	LINC00977	long intergenic non-protein coding RNA 977	728724	https://www.ncbi.nlm.nih.gov/gene/?term=728724
RN7SKP206	RN7SKP206	RNA, 7SK small nuclear pseudogene 206	106479187	https://www.ncbi.nlm.nih.gov/gene/?term=106479187
CCDC26	CCDC26	CCDC26 long non-coding RNA	137196	https://www.ncbi.nlm.nih.gov/gene/?term=137196
MIR3686	MIR3686	microRNA 3686	100500839	https://www.ncbi.nlm.nih.gov/gene/?term=100500839
GSDMC	GSDMC	gasdermin C	56169	https://www.ncbi.nlm.nih.gov/gene/?term=56169
TUBB8P1	TUBB8P1	tubulin beta 8 class VIII pseudogene 1	100418937	https://www.ncbi.nlm.nih.gov/gene/?term=100418937
CDKN2A	CDKN2A	cyclin dependent kinase inhibitor 2A	1029	https://www.ncbi.nlm.nih.gov/gene/?term=1029
CDKN2B-AS1	CDKN2B-AS1	CDKN2B antisense RNA 1	100048912	https://www.ncbi.nlm.nih.gov/gene/?term=100048912
CDKN2B	CDKN2B	cyclin dependent kinase inhibitor 2B	1030	https://www.ncbi.nlm.nih.gov/gene/?term=1030
UBA52P6	UBA52P6	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 6	100130239	https://www.ncbi.nlm.nih.gov/gene/?term=100130239
MTAP	MTAP	methylthioadenosine phosphorylase	4507	https://www.ncbi.nlm.nih.gov/gene/?term=4507
HMGN2P32	HMGN2P32	high mobility group nucleosomal binding domain 2 pseudogene 32	100874473	https://www.ncbi.nlm.nih.gov/gene/?term=100874473
RNU6-492P	RNU6-492P	RNA, U6 small nuclear 492, pseudogene	106481335	https://www.ncbi.nlm.nih.gov/gene/?term=106481335
KLF4	KLF4	Kruppel like factor 4	9314	https://www.ncbi.nlm.nih.gov/gene/?term=9314
RNU6-996P	RNU6-996P	RNA, U6 small nuclear 996, pseudogene	106481928	https://www.ncbi.nlm.nih.gov/gene/?term=106481928
RNU6-1064P	RNU6-1064P	RNA, U6 small nuclear 1064, pseudogene	106481515	https://www.ncbi.nlm.nih.gov/gene/?term=106481515
RN7SL659P	RN7SL659P	RNA, 7SL, cytoplasmic 659, pseudogene	106479462	https://www.ncbi.nlm.nih.gov/gene/?term=106479462
RPL36AP6	RPL36AP6	ribosomal protein L36a pseudogene 6	641556	https://www.ncbi.nlm.nih.gov/gene/?term=641556
RNA5SP293	RNA5SP293	RNA, 5S ribosomal pseudogene 293	100873546	https://www.ncbi.nlm.nih.gov/gene/?term=100873546
RPS15AP27	RPS15AP27	ribosomal protein S15a pseudogene 27	100271613	https://www.ncbi.nlm.nih.gov/gene/?term=100271613
CHCHD4P2	CHCHD4P2	coiled-coil-helix-coiled-coil-helix domain containing 4 pseudogene 2	100128657	https://www.ncbi.nlm.nih.gov/gene/?term=100128657
RPL36AP35	RPL36AP35	ribosomal protein L36a pseudogene 35	100271610	https://www.ncbi.nlm.nih.gov/gene/?term=100271610
ACTL7B	ACTL7B	actin like 7B	10880	https://www.ncbi.nlm.nih.gov/gene/?term=10880
ACTL7A	ACTL7A	actin like 7A	10881	https://www.ncbi.nlm.nih.gov/gene/?term=10881
RAD23B	RAD23B	RAD23 homolog B, nucleotide excision repair protein	5887	https://www.ncbi.nlm.nih.gov/gene/?term=5887
DRAXINP1	DRAXINP1	dorsal inhibitory axon guidance protein pseudogene 1	100128801	https://www.ncbi.nlm.nih.gov/gene/?term=100128801
FAM9A	FAM9A	family with sequence similarity 9 member A	171482	https://www.ncbi.nlm.nih.gov/gene/?term=171482
FAM9B	FAM9B	family with sequence similarity 9 member B	171483	https://www.ncbi.nlm.nih.gov/gene/?term=171483
RNA5SP499	RNA5SP499	RNA, 5S ribosomal pseudogene 499	100873550	https://www.ncbi.nlm.nih.gov/gene/?term=100873550
TBL1X	TBL1X	transducin beta like 1 X-linked	6907	https://www.ncbi.nlm.nih.gov/gene/?term=6907
GPR143	GPR143	G protein-coupled receptor 143	4935	https://www.ncbi.nlm.nih.gov/gene/?term=4935
SHROOM2	SHROOM2	shroom family member 2	357	https://www.ncbi.nlm.nih.gov/gene/?term=357
HMGN1P33	HMGN1P33	high mobility group nucleosome binding domain 1 pseudogene 33	100874446	https://www.ncbi.nlm.nih.gov/gene/?term=100874446
WWC3	WWC3	WWC family member 3	55841	https://www.ncbi.nlm.nih.gov/gene/?term=55841
WWC3-AS1	WWC3-AS1	WWC3 antisense RNA 1	100873953	https://www.ncbi.nlm.nih.gov/gene/?term=100873953
NUDT10	NUDT10	nudix hydrolase 10	170685	https://www.ncbi.nlm.nih.gov/gene/?term=170685
CXorf67	CXorf67	chromosome X open reading frame 67	340602	https://www.ncbi.nlm.nih.gov/gene/?term=340602
RBM22P11	RBM22P11	RNA binding motif protein 22 pseudogene 11	100132115	https://www.ncbi.nlm.nih.gov/gene/?term=100132115
SSXP4	SSXP4	SSX family pseudogene 4	326337	https://www.ncbi.nlm.nih.gov/gene/?term=326337
SSXP1	SSXP1	SSX family pseudogene 1	100996564	https://www.ncbi.nlm.nih.gov/gene/?term=100996564
SSX7	SSX7	SSX family member 7	280658	https://www.ncbi.nlm.nih.gov/gene/?term=280658
RNA5SP504	RNA5SP504	RNA, 5S ribosomal pseudogene 504	100873555	https://www.ncbi.nlm.nih.gov/gene/?term=100873555
SSXP5	SSXP5	SSX family pseudogene 5	326339	https://www.ncbi.nlm.nih.gov/gene/?term=326339
SSX2	SSX2	SSX family member 2	6757	https://www.ncbi.nlm.nih.gov/gene/?term=6757
SSX2B	SSX2B	SSX family member 2B	727837	https://www.ncbi.nlm.nih.gov/gene/?term=727837
SPANXN5	SPANXN5	SPANX family member N5	494197	https://www.ncbi.nlm.nih.gov/gene/?term=494197
XAGE5	XAGE5	X antigen family member 5	170627	https://www.ncbi.nlm.nih.gov/gene/?term=170627
EIF4A2P4	EIF4A2P4	eukaryotic translation initiation factor 4A2 pseudogene 4	286512	https://www.ncbi.nlm.nih.gov/gene/?term=286512
XAGE3	XAGE3	X antigen family member 3	170626	https://www.ncbi.nlm.nih.gov/gene/?term=170626
FAM156B	FAM156B	family with sequence similarity 156 member B	727866	https://www.ncbi.nlm.nih.gov/gene/?term=727866
AR	AR	androgen receptor	367	https://www.ncbi.nlm.nih.gov/gene/?term=367
RNU6-1225P	RNU6-1225P	RNA, U6 small nuclear 1225, pseudogene	106480650	https://www.ncbi.nlm.nih.gov/gene/?term=106480650
OPHN1	OPHN1	oligophrenin 1	4983	https://www.ncbi.nlm.nih.gov/gene/?term=4983
AWAT1	AWAT1	acyl-CoA wax alcohol acyltransferase 1	158833	https://www.ncbi.nlm.nih.gov/gene/?term=158833
RNA5SP507	RNA5SP507	RNA, 5S ribosomal pseudogene 507	100873558	https://www.ncbi.nlm.nih.gov/gene/?term=100873558
P2RY4	P2RY4	pyrimidinergic receptor P2Y4	5030	https://www.ncbi.nlm.nih.gov/gene/?term=5030
ARR3	ARR3	arrestin 3	407	https://www.ncbi.nlm.nih.gov/gene/?term=407
RAB41	RAB41	RAB41, member RAS oncogene family	347517	https://www.ncbi.nlm.nih.gov/gene/?term=347517
PDZD11	PDZD11	PDZ domain containing 11	51248	https://www.ncbi.nlm.nih.gov/gene/?term=51248
KIF4A	KIF4A	kinesin family member 4A	24137	https://www.ncbi.nlm.nih.gov/gene/?term=24137
RNY4P23	RNY4P23	RNY4 pseudogene 23	100873801	https://www.ncbi.nlm.nih.gov/gene/?term=100873801
GDPD2	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2	54857	https://www.ncbi.nlm.nih.gov/gene/?term=54857
DLG3	DLG3	discs large MAGUK scaffold protein 3	1741	https://www.ncbi.nlm.nih.gov/gene/?term=1741
RNU4-81P	RNU4-81P	RNA, U4 small nuclear 81, pseudogene	106479595	https://www.ncbi.nlm.nih.gov/gene/?term=106479595
DLG3-AS1	DLG3-AS1	DLG3 antisense RNA 1	100873930	https://www.ncbi.nlm.nih.gov/gene/?term=100873930
TEX11	TEX11	testis expressed 11	56159	https://www.ncbi.nlm.nih.gov/gene/?term=56159
SLC7A3	SLC7A3	solute carrier family 7 member 3	84889	https://www.ncbi.nlm.nih.gov/gene/?term=84889
RPS23P8	RPS23P8	ribosomal protein S23 pseudogene 8	653658	https://www.ncbi.nlm.nih.gov/gene/?term=653658
RNU1-56P	RNU1-56P	RNA, U1 small nuclear 56, pseudogene	106480165	https://www.ncbi.nlm.nih.gov/gene/?term=106480165
SOCS5P4	SOCS5P4	suppressor of cytokine signaling 5 pseudogene 4	100132415	https://www.ncbi.nlm.nih.gov/gene/?term=100132415
SNX12	SNX12	sorting nexin 12	29934	https://www.ncbi.nlm.nih.gov/gene/?term=29934
FOXO4	FOXO4	forkhead box O4	4303	https://www.ncbi.nlm.nih.gov/gene/?term=4303
CXorf65	CXorf65	chromosome X open reading frame 65	158830	https://www.ncbi.nlm.nih.gov/gene/?term=158830
IL2RG	IL2RG	interleukin 2 receptor subunit gamma	3561	https://www.ncbi.nlm.nih.gov/gene/?term=3561
MED12	MED12	mediator complex subunit 12	9968	https://www.ncbi.nlm.nih.gov/gene/?term=9968
NLGN3	NLGN3	neuroligin 3	54413	https://www.ncbi.nlm.nih.gov/gene/?term=54413
GJB1	GJB1	gap junction protein beta 1	2705	https://www.ncbi.nlm.nih.gov/gene/?term=2705
ZMYM3	ZMYM3	zinc finger MYM-type containing 3	9203	https://www.ncbi.nlm.nih.gov/gene/?term=9203
NONO	NONO	non-POU domain containing octamer binding	4841	https://www.ncbi.nlm.nih.gov/gene/?term=4841
ITGB1BP2	ITGB1BP2	integrin subunit beta 1 binding protein 2	26548	https://www.ncbi.nlm.nih.gov/gene/?term=26548
TAF1	TAF1	TATA-box binding protein associated factor 1	6872	https://www.ncbi.nlm.nih.gov/gene/?term=6872
INGX	INGX	inhibitor of growth family, X-linked (pseudogene)	27160	https://www.ncbi.nlm.nih.gov/gene/?term=27160
OGT	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase	8473	https://www.ncbi.nlm.nih.gov/gene/?term=8473
CXCR3	CXCR3	C-X-C motif chemokine receptor 3	2833	https://www.ncbi.nlm.nih.gov/gene/?term=2833
